ID;Fecha historica;Magnitud historica;Hora (UTC);Intervalos;Escala de Richter;Profundidad (km);Latitud;Longitud;Efecto;Baja intensidad;Pais;Estado;Zona;Resultado;;;;;;
588;10/2/2020;3.8;21:35;49000 por año;455kg;16.6;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
589;9/2/2020;3.6;10:38;49000 por año;455kg;2.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
590;8/2/2020;4.5;05:32;6200 por año;6t;32.8;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;Si;;;;;;
591;7/2/2020;3.2;15:55;49000 por año;181kg;6.2;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
592;6/2/2020;3.6;18:14;49000 por año;455kg;8.6;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
593;5/2/2020;4.7;17:37;6200 por año;6t;10.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
594;4/2/2020;3;08:07;49000 por año;181kg;10.2;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
595;3/2/2020;3.5;09:21;49000 por año;455kg;6.8;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
596;2/2/2020;3;12:26;49000 por año;181kg;11.2;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
597;1/2/2020;4;10:56;6200 por año;6t;6.2;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
598;31/1/2020;4.3;20:48;6200 por año;6t;14.2;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
599;30/1/2020;3.7;22:39;49000 por año;181kg;9.2;38.56;-121.46;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
600;29/1/2020;3.6;01:37;49000 por año;455kg;7.23;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
601;28/1/2020;3.2;00:35;49000 por año;455kg;9.75;37.70;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
602;27/1/2020;5.2;22:19;800 por año;199t;30.1;37.71;-123.01;Moderado;No;Estados Unidos;California;San Francisco;No;;;;;;
603;26/1/2020;3.0;14:58;49000 por año;455kg;13.1;37.71;-123.01;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
604;25/1/2020;4.1;14:41;6200 por año;6t;10.14;37.72;-123.03;Ligero;No;Estados Unidos;California;San Francisco;No;;;;;;
605;24/1/2020;3.1;10:27;49000 por año;455kg;6.1;37.70;-123.04;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
606;23/1/2020;3.6;05:31;49000 por año;455kg;10.2;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
607;22/1/2020;4.3;06:53;6200 por año;6t;6.3;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
608;21/1/2020;3.8;14:15;49000 por año;455kg;3.2;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
609;20/1/2020;3.6;10:39;49000 por año;455kg;5.1;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
610;19/1/2020;4.5;07:41;6200 por año;6t;15.2;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
611;18/1/2020;3.4;19:18;49000 por año;455kg;13.2;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
612;17/1/2020;3;15:59;49000 por año;181kg;7.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
613;16/1/2020;4;08:07;6200 por año;6t;6.8;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
614;15/1/2020;4.3;12:42;6200 por año;6t;10.2;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
615;14/1/2020;4,5;10:40;6200 por año;6t;16.2;37.71;-122;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
616;13/1/2020;3;09:00;49000 por año;181kg;7.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
617;12/1/2020;4.7;15:30;6200 por año;6t;10.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
618;11/1/2020;3;05:46;49000 por año;181kg;5.2;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
619;10/1/2020;4.2;18:56;800 por año;199t;23.1;37.71;-123.01;Moderado;No;Estados Unidos;California;San Francisco;No;;;;;;
620;9/1/2020;3.0;18:57;49000 por año;455kg;10.6;37.71;-123.01;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
621;8/1/2020;3;11:16;49000 por año;181kg;7.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
622;7/1/2020;4;09:24;6200 por año;6t;6.8;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
623;6/1/2020;4.3;15:26;6200 por año;6t;10.2;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
624;5/1/2020;3;14:07;49000 por año;181kg;11.9;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
625;4/1/2020;4.3;02:53;6200 por año;6t;7.0;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
626;3/1/2020;3.8;15:48;49000 por año;455kg;16.6;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
627;2/1/2020;3.6;01:36;49000 por año;455kg;2.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
628;1/1/2020;4.5;00:48;6200 por año;6t;32.8;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
629;31/12/2019;3.2;01:35;49000 por año;181kg;6.2;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
630;30/12/2019;3.6;00:13;49000 por año;455kg;8.6;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
631;29/12/2019;3.6;06:51;49000 por año;455kg;2.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
632;28/12/2019;4.5;04:38;6200 por año;6t;32.8;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
633;27/12/2019;3.2;03:06;49000 por año;181kg;6.2;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
634;26/12/2019;3.6;10:33;49000 por año;455kg;8.6;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
635;25/12/2019;4.2;01:03;6200 por año;6t;10.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
636;24/12/2019;3;00:01;49000 por año;181kg;10.2;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
637;23/12/2019;3.2;13:27;49000 por año;455kg;6.8;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
638;22/12/2019;3;18:00;49000 por año;181kg;11.2;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
639;21/12/2019;4.2;10:19;6200 por año;6t;6.2;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
640;20/12/2019;4.5;09:14;6200 por año;6t;10.14;37.72;-123.03;Ligero;No;Estados Unidos;California;San Francisco;No;;;;;;
641;19/12/2019;3.4;03:56;49000 por año;455kg;6.1;37.70;-123.04;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
642;18/12/2019;3,0;03:29;49000 por año;455kg;10.2;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
643;17/12/2019;4;19:58;6200 por año;6t;6.8;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
644;16/12/2019;4.6;12:42;6200 por año;6t;10.2;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
645;15/12/2019;3;06:21;49000 por año;181kg;11.9;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
646;14/12/2019;4.3;19:02;6200 por año;6t;7.0;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
647;13/12/2019;3.8;18:21;49000 por año;455kg;16.6;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
648;12/12/2019;3.6;20:48;49000 por año;455kg;2.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
649;11/12/2019;4.5;13:37;6200 por año;6t;32.8;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
650;10/12/2019;3.2;00:27;49000 por año;181kg;6.2;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
651;9/12/2019;3.6;18:50;49000 por año;455kg;8.6;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
652;8/12/2019;4.7;16:45;6200 por año;6t;10.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
653;7/12/2019;3;19:29;49000 por año;181kg;10.2;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
654;6/12/2019;3.5;14:38;49000 por año;455kg;6.8;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
655;5/12/2019;4,0;00:40;6200 por año;6t;5.6;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
656;4/12/2019;3.1;21:21;49000 por año;455kg;12.3;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
657;3/12/2019;3,0;18:17;49000 por año;455kg;6.5;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
658;2/12/2019;4.6;14:55;6200 por año;6t;18.2;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
659;1/12/2019;3.7;22:24;49000 por año;181kg;9.8;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
660;30/11/2019;3.9;14:17;49000 por año;455kg;12.4;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
661;29/11/2019;4,0;20:12;6200 por año;6t;5.4;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
662;28/11/2019;3,0;06:05;49000 por año;181kg;6.3;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
663;27/11/2019;3.1;06:44;49000 por año;181kg;10.2;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
664;26/11/2019;3.6;03:45;49000 por año;455kg;3;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
665;25/11/2019;5.4;08:30;800 por año;199t;6,3;33.82;-118.26;Moderado;No;Estados Unidos;California;Los Angeles;No;;;;;;
666;24/11/2019;3,0;08:24;49000 por año;181kg;16,2;37.71;-122;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
667;23/11/2019;4,0;00:58;6200 por año;6t;8,1;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
668;22/11/2019;3.2;00:16;49000 por año;181kg;6,6;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
669;21/11/2019;2.6;13:28;1000 por dia;29kg;17,5;33.82;-118.26;Menor;SI;Estados Unidos;California;Los Angeles;Si;;;;;;
670;20/11/2019;3.8;07:32;49000 por año;455kg;3,2;37.71;-123.01;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
671;19/11/2019;3.1;09:34;49000 por año;181kg;10,2;37.71;-123.01;Menor;Si;Estados Unidos;California;San Francisco;No;;;;;;
672;18/11/2019;3.2;05:45;49000 por año;181kg;19,7;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
673;17/11/2019;4.5;17:24;6200 por año;6t;18,7;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
674;16/11/2019;3.7;12:46;49000 por año;455kg;9,7;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
675;15/11/2019;3,0;11:47;49000 por año;181kg;9,2;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
676;14/11/2019;2.9;05:36;1000 por dia;29kg;12,6;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
677;13/11/2019;3,0;05:40;49000 por año;181kg;3,7;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
678;12/11/2019;3.6;03:04;49000 por año;455kg;19,2;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
679;11/11/2019;4.5;03:58;6200 por año;6t;17,9;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
680;10/11/2019;5,0;03:39;800 poraño;199t;3,7;40.26;-124.36;Moderado;No;Estados Unidos;California;Sacramento;No;;;;;;
681;9/11/2019;3,0;17:34;49000 por año;181kg;8,8;37.72;-123.03;Menor;Si;Estados Unidos;California;San Francisco;No;;;;;;
682;8/11/2019;3.2;04:51;49000 por año;181kg;8,8;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
683;7/11/2019;3.5;08:00;49000 por año;455kg;12,8;40.27;-124.38;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
684;6/11/2019;4,0;23:56;6200 por año;6t;13,0;40.26;-124.36;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
685;5/11/2019;3.6;01:05;49000 por año;455kg;3,9;37.72;-123.03;Menor;Si;Estados Unidos;California;San Francisco;No;;;;;;
686;4/11/2019;3.8;07:17;49000 por año;455kg;6,9;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
687;3/11/2019;2,0;22:51;1000 por dia;6kg;12,5;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
688;2/11/2019;3.2;12:56;49000 por año;181kg;19,7;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
689;1/11/2019;3.1;06:13;49000 por año;181kg;6,8;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
690;31/10/2019;3.9;11:48;49000 por año;455kg;14,1;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
691;30/10/2019;5,0;06:33;800 por dia;199t;13,3;37.72;-123.03;Moderado;No;Estados Unidos;California;San Francisco;No;;;;;;
692;29/10/2019;4.1;04:39;6200 por año;6t;16,1;37.70;-123.04;Ligero;No;Estados Unidos;California;San Francisco;No;;;;;;
693;28/10/2019;3,0;12:51;49000 por año;181kg;12,2;37.72;-123.03;Menor;Si;Estados Unidos;California;San Francisco;Si;;;;;;
694;27/10/2019;4.6;05:12;6200 por año;6t;3,9;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
695;26/10/2019;3.7;14:11;49000 por año;455kg;10,9;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
696;25/10/2019;3.2;07:33;49000 por año;181kg;18,5;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
697;24/10/2019;3,0;05:12;49000 por año;181kg;7,4;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
698;23/10/2019;3.1;07:55;49000 por año;181kg;8,8;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
699;22/10/2019;2.6;09:58;1000 por dia;29kg;17,6;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;Si;;;;;;
700;21/10/2019;4.6;21:18;6200 por año;6t;13,0;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
701;20/10/2019;3.7;23:58;49000 por año;455kg;10,6;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
702;19/10/2019;5.1;07:12;800 por año;199t;18,0;37.72;-123.03;Moderado;No;Estados Unidos;California;San Francisco;No;;;;;;
703;18/10/2019;3,0;08:29;49000 por año;181kg;5,3;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
704;17/10/2019;3.2;05:12;49000 por año;181kg;13,5;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
705;16/10/2019;4;07:18;6200 por año;6t;5,7;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
706;15/10/2019;4.3;19:30;6200 por año;6t;13,7;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
707;14/10/2019;3;02:18;49000 por año;181kg;4,6;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
708;13/10/2019;4.3;01:02;6200 por año;6t;11,0;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
709;12/10/2019;3.8;06:48;49000 por año;455kg;19,7;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
710;11/10/2019;3.6;14:34;49000 por año;455kg;17,2;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
711;10/10/2019;4.5;13:56;6200 por año;6t;3,8;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
712;9/10/2019;3.2;13:54;49000 por año;181kg;17,3;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
713;8/10/2019;3.6;04:06;49000 por año;455kg;6,4;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
714;7/10/2019;4.7;12:55;6200 por año;6t;18,5;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
715;6/10/2019;3;04:15;49000 por año;181kg;12,6;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
716;5/10/2019;3.5;20:25;49000 por año;455kg;11,6;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
717;4/10/2019;3;05:26;49000 por año;181kg;19,3;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
718;3/10/2019;4;06:00;6200 por año;6t;10,9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
719;2/10/2019;4.3;08:57;6200 por año;6t;19,9;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
720;1/10/2019;3.7;02:11;49000 por año;181kg;13,9;38.56;-121.46;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
721;30/9/2019;3.6;07:43;49000 por año;455kg;18,0;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
722;29/9/2019;3.2;15:04;49000 por año;455kg;9,0;37.70;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
723;28/9/2019;5.2;12:00;800 por año;199t;17,4;37.71;-123.01;Moderado;No;Estados Unidos;California;San Francisco;No;;;;;;
724;27/9/2019;3.6;09:45;49000 por año;455kg;20,0;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
725;26/9/2019;3.2;22:44;49000 por año;455kg;14,7;37.70;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
726;25/9/2019;5.2;08:26;800 por año;199t;11,0;37.71;-123.01;Moderado;No;Estados Unidos;California;San Francisco;No;;;;;;
727;24/9/2019;3.0;10:22;49000 por año;455kg;10,2;37.71;-123.01;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
728;23/9/2019;4.1;19:38;6200 por año;6t;4,8;37.72;-123.03;Ligero;No;Estados Unidos;California;San Francisco;No;;;;;;
729;22/9/2019;3.1;05:11;49000 por año;455kg;15,5;37.70;-123.04;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
730;21/9/2019;3.6;04:41;49000 por año;455kg;6,2;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
731;20/9/2019;4.3;22:47;6200 por año;6t;13,8;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
732;19/9/2019;3.8;05:08;49000 por año;455kg;13,9;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
733;18/9/2019;3.6;17:33;49000 por año;455kg;11,2;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
734;17/9/2019;4.5;22:23;6200 por año;6t;15,4;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
735;16/9/2019;3.4;11:46;49000 por año;455kg;15,0;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
736;15/9/2019;3;20:24;49000 por año;181kg;17,7;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
737;14/9/2019;4;05:18;6200 por año;6t;16,0;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;Si;;;;;;
738;13/9/2019;4.3;00:45;6200 por año;6t;8,2;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
739;12/9/2019;4,5;07:24;6200 por año;6t;9,7;37.71;-122;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
740;11/9/2019;3;12:43;49000 por año;181kg;3,1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
741;10/9/2019;4.7;07:14;6200 por año;6t;14,5;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
742;9/9/2019;3;20:08;49000 por año;181kg;6,8;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
743;8/9/2019;4.2;07:54;800 por año;199t;3,5;37.71;-123.01;Moderado;No;Estados Unidos;California;San Francisco;No;;;;;;
744;7/9/2019;3.0;23:54;49000 por año;455kg;9,5;37.71;-123.01;Menor;SI;Estados Unidos;California;San Francisco;Si;;;;;;
745;6/9/2019;3.6;14:01;49000 por año;455kg;17,6;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
746;5/9/2019;3.6;09:18;49000 por año;455kg;9,4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
747;4/9/2019;4.5;15:36;6200 por año;6t;4,0;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
748;3/9/2019;3.2;20:14;49000 por año;181kg;7,5;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;Si;;;;;;
749;2/9/2019;3.6;17:30;49000 por año;455kg;7,4;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
750;1/9/2019;4.2;13:40;6200 por año;6t;12,2;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
751;31/8/2019;3;06:23;49000 por año;181kg;13,9;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
752;30/8/2019;3.2;10:28;49000 por año;455kg;10,0;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
753;29/8/2019;3;02:24;49000 por año;181kg;11,6;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
754;28/8/2019;4.2;01:36;6200 por año;6t;15,3;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
755;27/8/2019;4.5;23:59;6200 por año;6t;16,6;37.72;-123.03;Ligero;No;Estados Unidos;California;San Francisco;No;;;;;;
756;26/8/2019;3.4;04:18;49000 por año;455kg;10,1;37.70;-123.04;Menor;Si;Estados Unidos;California;San Francisco;No;;;;;;
757;25/8/2019;3,0;00:34;49000 por año;455kg;14,1;37.72;-123.03;Menor;Si;Estados Unidos;California;San Francisco;No;;;;;;
758;24/8/2019;4;00:53;6200 por año;6t;3,1;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
759;23/8/2019;4.6;00:21;6200 por año;6t;19,5;33.82;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
760;22/8/2019;3;19:20;49000 por año;181kg;14,3;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
761;21/8/2019;4.3;22:39;6200 por año;6t;10,0;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
762;20/8/2019;3.8;08:28;49000 por año;455kg;12,1;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
763;19/8/2019;3.6;14:15;49000 por año;455kg;4,2;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
764;18/8/2019;4.5;19:08;6200 por año;6t;19,6;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
765;17/8/2019;3.2;14:54;49000 por año;181kg;5,1;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
766;16/8/2019;3.6;16:19;49000 por año;455kg;10,9;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
767;15/8/2019;4.7;08:52;6200 por año;6t;7,3;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
768;14/8/2019;3;11:48;49000 por año;181kg;7,3;33.82;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
769;13/8/2019;3.5;22:24;49000 por año;455kg;19,1;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
770;12/8/2019;4,0;08:18;6200 por año;6t;7,8;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
771;11/8/2019;3.1;13:49;49000 por año;455kg;6,9;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
772;10/8/2019;3,0;20:07;49000 por año;455kg;9,2;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
773;9/8/2019;4.6;10:49;6200 por año;6t;18,6;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
774;8/8/2019;3.7;04:13;49000 por año;181kg;7,3;40.26;-124.36;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
775;7/8/2019;3.9;18:13;49000 por año;455kg;3,9;37.72;-123.03;Menor;SI;Estados Unidos;California;San Francisco;No;;;;;;
776;6/8/2019;4,0;18:55;6200 por año;6t;7,4;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
777;5/8/2019;3,0;20:14;49000 por año;181kg;17,3;33.83;-118,26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
778;4/8/2019;3.1;15:08;49000 por año;181kg;18,7;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
779;3/8/2019;3.6;04:10;49000 por año;455kg;13,7;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
780;2/8/2019;5.4;00:30;800 por año;199t;14,5;33.82;-118.26;Moderado;No;Estados Unidos;California;Los Angeles;No;;;;;;
781;1/8/2019;2.8;19:29;1000 por dia;6kg;10.3;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
782;31/7/2019;3.8;08:44;49000 por año;455kg;10.5;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
783;30/7/2019;3.7;16:39;49000 por año;455kg;8.3;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
